67;9;2025-12-12 11:45:50;21;600.0
68;18;2025-12-12 12:05:15;18;510.5
69;0;2025-12-12 12:25:44;25;710.0
70;9;2025-12-12 12:55:30;10;270.0
71;18;2025-12-12 13:15:10;27;760.5
72;0;2025-12-12 13:45:55;15;410.0
73;9;2025-12-12 14:10:22;22;630.0
74;18;2025-12-12 14:35:40;30;930.0
75;0;2025-12-12 15:05:18;13;370.5
76;9;2025-12-12 15:25:33;20;580.0
77;18;2025-12-12 15:55:12;26;740.0
78;0;2025-12-12 16:15:45;17;490.0
79;9;2025-12-12 16:45:20;24;670.5
80;18;2025-12-12 17:05:05;11;320.0
81;0;2025-12-12 17:35:50;19;540.0
82;9;2025-12-12 17:55:15;28;820.0
83;18;2025-12-12 18:25:44;14;400.5
84;0;2025-12-12 18:55:30;23;650.0
85;9;2025-12-12 19:15:10;16;460.0
86;18;2025-12-12 19:45:55;29;860.0
87;0;2025-12-12 20:10:22;12;350.5
88;9;2025-12-12 20:35:40;21;610.0
89;18;2025-12-12 21:05:18;27;780.0
90;0;2025-12-12 21:25:33;18;520.0
91;9;2025-12-13 09:20:12;25;730.5
92;18;2025-12-13 09:45:45;10;290.0
93;0;2025-12-13 10:05:20;22;640.0
94;9;2025-12-13 10:35:05;30;940.0
95;18;2025-12-13 10:55:50;15;430.5
96;0;2025-12-13 11:15:15;20;590.0
97;9;2025-12-13 11:45:44;13;380.0
98;18;2025-12-13 12:05:30;26;750.0
99;0;2025-12-13 12:35:10;17;500.5
100;9;2025-12-13 12:55:55;24;680.0
101;18;2025-12-13 13:20:22;11;330.0
102;0;2025-12-13 13:45:40;28;830.0
103;9;2025-12-13 14:05:18;19;550.5
104;18;2025-12-13 14:25:33;14;410.0
105;0;2025-12-13 14:55:12;23;670.0
106;9;2025-12-13 15:15:45;27;790.0
107;18;2025-12-13 15:45:20;16;470.5
108;0;2025-12-13 16:05:05;21;620.0
109;9;2025-12-13 16:35:50;12;360.0
110;18;2025-12-13 16:55:15;29;870.0
111;0;2025-12-13 17:25:44;18;530.5
112;9;2025-12-13 17:45:30;25;720.0
113;18;2025-12-13 18:15:10;10;300.0
114;0;2025-12-13 18:35:55;22;650.0
115;9;2025-12-13 19:05:22;30;960.0
116;18;2025-12-13 19:25:40;15;440.5
117;0;2025-12-13 19:55:18;20;600.0
118;9;2025-12-13 20:15:33;13;390.0
119;18;2025-12-13 20:45:12;26;760.0
120;0;2025-12-13 21:05:45;17;510.5
121;9;2025-12-10 09:20:30;24;690.0
122;0;2025-12-10 09:45:15;11;340.0
123;18;2025-12-10 10:15:44;28;840.0
124;9;2025-12-10 10:35:30;19;560.5
125;18;2025-12-10 11:05:10;14;420.0
126;0;2025-12-10 11:25:55;23;680.0
127;9;2025-12-10 11:55:22;27;800.0
128;18;2025-12-10 12:15:40;16;480.5
129;0;2025-12-10 12:45:18;21;630.0
130;9;2025-12-10 13:05:33;12;370.0
131;18;2025-12-10 13:35:12;29;880.0
132;0;2025-12-10 13:55:45;18;540.5
133;9;2025-12-10 14:25:20;25;730.0
134;18;2025-12-10 14:45:05;10;310.0
135;0;2025-12-10 15:15:50;22;660.0
136;9;2025-12-10 15:35:15;30;970.0
137;18;2025-12-10 16:05:44;15;450.5
138;0;2025-12-10 16:25:30;20;610.0
139;9;2025-12-10 16:55:10;13;400.0
140;18;2025-12-10 17:15:55;26;770.0
141;0;2025-12-10 17:45:22;17;520.5
142;9;2025-12-10 18:05:40;24;700.0
143;18;2025-12-10 18:35:18;11;350.0
144;0;2025-12-10 18:55:33;28;850.0
145;9;2025-12-10 19:25:12;19;570.5
146;18;2025-12-10 19:45:45;14;430.0
147;0;2025-12-10 20:15:20;23;690.0
148;9;2025-12-10 20:35:05;27;810.0
149;18;2025-12-10 21:05:50;16;490.5
150;0;2025-12-10 21:25:15;21;640.0
151;9;2025-12-11 09:30:44;12;380.0
152;18;2025-12-11 09:50:30;29;890.0
153;0;2025-12-11 10:20:10;18;550.5
154;9;2025-12-11 10:40:55;25;740.0
155;18;2025-12-11 11:10:22;10;320.0
156;0;2025-12-11 11:30:40;22;670.0
157;9;2025-12-11 12:00:18;30;980.0
158;18;2025-12-11 12:20:33;15;460.5
159;0;2025-12-11 12:50:12;20;620.0
160;9;2025-12-11 13:10:45;13;410.0
161;18;2025-12-11 13:40:20;26;780.0
162;0;2025-12-11 14:00:05;17;530.5
163;9;2025-12-11 14:30:50;24;710.0
164;18;2025-12-11 14:50:15;11;360.0
165;0;2025-12-11 15:20:44;28;860.0
166;9;2025-12-11 15:40:30;19;580.5
167;18;2025-12-11 16:10:10;14;440.0
168;0;2025-12-11 16:30:55;23;700.0
169;9;2025-12-11 17:00:22;27;820.0
170;18;2025-12-11 17:20:40;16;500.5
171;0;2025-12-11 17:50:18;21;650.0
172;9;2025-12-11 18:10:33;12;390.0
173;18;2025-12-11 18:40:12;29;900.0
174;0;2025-12-11 19:00:45;18;560.5
175;9;2025-12-11 19:30:20;25;750.0
176;18;2025-12-11 19:50:05;10;330.0
177;0;2025-12-11 20:20:50;22;680.0
178;9;2025-12-11 20:40:15;30;990.0
179;18;2025-12-11 21:10:44;15;470.5
180;0;2025-12-11 21:30:30;20;630.0
181;9;2025-12-12 09:40:10;13;420.0
182;18;2025-12-12 10:00:55;26;790.0
183;0;2025-12-12 10:30:22;17;540.5
184;9;2025-12-12 10:50:40;24;720.0
185;18;2025-12-12 11:20:18;11;370.0
186;0;2025-12-12 11:40:33;28;870.0
187;9;2025-12-12 12:10:12;19;590.5
188;18;2025-12-12 12:30:45;14;450.0
189;0;2025-12-12 13:00:20;23;710.0
190;9;2025-12-12 13:20:05;27;830.0
191;18;2025-12-12 13:50:50;16;510.5
192;0;2025-12-12 14:10:15;21;660.0
193;9;2025-12-12 14:40:44;12;400.0
194;18;2025-12-12 15:00:30;29;910.0
195;0;2025-12-12 15:30:10;18;570.5
196;9;2025-12-12 15:50:55;25;760.0
197;18;2025-12-12 16:20:22;10;340.0
198;0;2025-12-12 16:40:40;22;690.0
199;9;2025-12-12 17:10:18;30;1000.0
200;18;2025-12-12 17:30:33;15;480.5
201;0;2025-12-12 18:00:12;20;640.0
202;9;2025-12-12 18:20:45;13;430.0
203;18;2025-12-12 18:50:20;26;800.0
204;0;2025-12-12 19:10:05;17;550.5
205;9;2025-12-12 19:40:50;24;730.0
206;18;2025-12-12 20:00:15;11;380.0
207;0;2025-12-12 20:30:44;28;880.0
208;9;2025-12-12 20:50:30;19;600.5
209;18;2025-12-12 21:20:10;14;460.0
210;0;2025-12-13 09:35:55;23;720.0
211;9;2025-12-13 09:55:22;27;840.0
212;18;2025-12-13 10:25:40;16;520.5
213;0;2025-12-13 10:45:18;21;670.0
214;9;2025-12-13 11:15:33;12;410.0
215;18;2025-12-13 11:35:12;29;920.0
216;0;2025-12-13 12:05:45;18;580.5
217;9;2025-12-13 12:25:20;25;770.0
218;18;2025-12-13 12:55:05;10;350.0
219;0;2025-12-13 13:25:50;22;700.0
220;9;2025-12-13 13:45:15;30;1010.0
221;18;2025-12-13 14:15:44;15;490.5
222;0;2025-12-13 14:35:30;20;650.0
223;9;2025-12-13 15:05:10;13;440.0
224;18;2025-12-13 15:25:55;26;810.0
225;0;2025-12-13 15:55:22;17;560.5
226;9;2025-12-13 16:15:40;24;740.0
227;18;2025-12-13 16:45:18;11;390.0
228;0;2025-12-13 17:05:33;28;890.0
229;9;2025-12-13 17:35:12;19;610.5
230;18;2025-12-13 17:55:45;14;470.0
231;0;2025-12-13 18:25:20;23;730.0
232;9;2025-12-13 18:45:05;27;850.0
233;18;2025-12-13 19:15:50;16;530.5
234;0;2025-12-13 19:35:15;21;680.0
235;9;2025-12-13 20:05:44;12;420.0
236;18;2025-12-13 20:25:30;29;930.0
237;0;2025-12-13 20:55:10;18;590.5
238;9;2025-12-13 21:15:55;25;780.0
239;18;2025-12-10 10:00:22;10;360.0
240;0;2025-12-10 10:25:40;22;710.0
241;9;2025-12-10 10:55:18;30;1020.0
242;18;2025-12-10 11:15:33;15;500.5
243;0;2025-12-10 11:45:12;20;660.0
244;9;2025-12-10 12:05:45;13;450.0
245;18;2025-12-10 12:35:20;26;820.0
246;0;2025-12-10 12:55:05;17;570.5
247;9;2025-12-10 13:25:50;24;750.0
248;18;2025-12-10 13:45:15;11;400.0
249;0;2025-12-10 14:15:44;28;900.0
250;9;2025-12-10 14:35:30;19;620.5
251;18;2025-12-15 15:05:10;14;480.0
252;0;2025-12-15 15:25:55;23;740.0
253;9;2025-12-15 15:55:22;27;860.0
254;18;2025-12-15 16:15:40;16;540.5
255;0;2025-12-15 16:45:18;21;690.0
256;9;2025-12-15 17:05:33;12;430.0
257;18;2025-12-15 17:35:12;29;940.0
258;0;2025-12-15 17:55:45;18;600.5
259;9;2025-12-15 18:25:20;25;790.0
260;18;2025-12-15 18:45:05;10;370.0
261;0;2025-12-15 19:15:50;22;720.0
262;9;2025-12-15 19:35:15;30;1030.0
263;18;2025-12-15 20:05:44;15;510.5
264;0;2025-12-15 20:25:30;20;670.0
265;9;2025-12-15 20:55:10;13;460.0
266;18;2025-12-15 21:15:55;26;830.0
267;0;2025-12-15 09:35:22;17;580.5
268;9;2025-12-15 09:55:40;24;760.0
269;18;2025-12-15 10:25:18;11;410.0
270;0;2025-12-16 10:45:33;28;910.0
271;9;2025-12-16 11:15:12;19;630.5
272;18;2025-12-16 11:35:45;14;490.0
273;0;2025-12-16 12:05:20;23;750.0
274;9;2025-12-16 12:25:05;27;870.0
275;18;2025-12-16 12:55:50;16;550.5
276;0;2025-12-16 13:15:15;21;700.0
277;9;2025-12-16 13:45:44;12;440.0
278;18;2025-12-16 14:05:30;29;950.0
279;0;2025-12-16 14:35:10;18;610.5
280;9;2025-12-16 14:55:55;25;800.0
281;18;2025-12-16 15:25:22;10;380.0
282;0;2025-12-16 15:45:40;22;730.0
283;9;2025-12-16 16:15:18;30;1040.0
284;18;2025-12-16 16:35:33;15;520.5
285;0;2025-12-16 17:05:12;20;680.0
286;9;2025-12-16 17:25:45;13;470.0
287;18;2025-12-16 17:55:20;26;840.0
288;0;2025-12-16 18:15:05;17;590.5
289;9;2025-12-17 18:45:50;24;770.0
290;18;2025-12-17 19:05:15;11;420.0
291;0;2025-12-17 19:35:44;28;920.0
292;9;2025-12-17 19:55:30;19;640.5
293;18;2025-12-17 20:25:10;14;500.0
294;0;2025-12-17 20:45:55;23;760.0
295;9;2025-12-17 21:15:22;27;880.0
296;18;2025-12-17 09:20:40;16;560.5
297;0;2025-12-17 09:40:18;21;710.0
298;9;2025-12-17 10:00:33;12;450.0
299;18;2025-12-17 10:30:12;29;960.0
300;0;2025-12-17 10:50:45;18;620.5
301;0;2025-12-17 18:12:49;12;35.980000000000004
302;0;2025-12-17 18:14:19;9;14.99
303;0;2025-12-17 18:39:49;25;53.79
304;9;2025-12-18 21:55:14;2;8.24
305;9;2025-12-18 21:56:39;12;57.25
