81;24;105;4;86.64;0
82;25;109;7;14.81;0
83;25;118;2;11.11;0
84;26;106;6;93.64;1
85;27;104;1;4.07;0
86;27;109;4;14.81;0
87;27;105;2;86.64;0
88;27;117;6;94.29;0
89;28;116;7;31.81;0
90;29;104;9;4.07;0
91;29;114;5;31.92;0
92;30;107;5;77.21;0
93;31;116;2;31.81;0
94;32;109;5;14.81;0
95;32;104;9;4.07;0
96;32;111;3;34.02;0
97;33;113;7;85.64;0
98;33;118;10;11.11;0
99;33;108;4;11.73;0
100;33;116;2;31.81;0
101;33;106;10;93.64;0
102;33;101;8;44.35;0
103;34;105;5;86.64;0
104;34;116;1;31.81;0
105;35;109;9;14.81;0
106;35;106;7;93.64;0
107;35;118;6;11.11;0
108;35;112;2;11.48;0
109;35;101;6;44.35;0
110;36;103;9;93.05;0
111;36;118;6;11.11;0
112;36;110;7;87.41;0
113;36;109;7;14.81;0
114;36;117;4;94.29;0
115;37;108;4;11.73;0
116;37;104;2;4.07;0
117;37;101;4;44.35;0
118;37;107;3;77.21;0
119;37;110;5;87.41;0
120;38;107;9;77.21;0
121;38;101;7;44.35;0
122;39;113;6;85.64;0
123;39;103;5;93.05;0
124;39;104;6;4.07;0
125;39;105;2;86.64;2
126;39;112;10;11.48;0
127;40;107;6;77.21;0
128;41;102;4;16.63;0
129;41;118;7;11.11;0
130;41;105;1;86.64;0
131;41;115;7;21.03;0
132;41;111;7;34.02;0
133;41;114;10;31.92;0
134;42;116;1;31.81;0
135;42;107;9;77.21;0
136;43;105;1;86.64;0
137;43;102;2;16.63;0
138;43;118;9;11.11;0
139;43;107;6;77.21;0
140;43;109;4;14.81;0
141;44;103;2;93.05;0
142;44;104;7;4.07;0
143;45;103;4;93.05;0
144;45;115;10;21.03;0
145;45;107;2;77.21;0
146;45;111;10;34.02;0
147;45;117;2;94.29;0
148;46;104;6;4.07;0
149;46;113;9;85.64;0
150;46;114;1;31.92;0
151;46;103;5;93.05;3
152;47;113;1;85.64;0
153;47;102;9;16.63;0
154;47;103;4;93.05;0
155;48;116;7;31.81;0
156;48;104;7;4.07;0
157;49;108;8;11.73;0
158;49;116;8;31.81;0
159;50;109;9;14.81;0
160;51;108;10;11.73;0
161;51;106;4;93.64;0
162;51;115;5;21.03;0
163;51;103;3;93.05;0
164;52;114;1;31.92;0
165;52;112;3;11.48;3
166;52;110;9;87.41;0
167;52;106;2;93.64;0
168;52;102;3;16.63;0
169;52;103;5;93.05;0
170;53;104;6;4.07;0
171;53;116;4;31.81;0
172;53;103;9;93.05;0
173;53;111;4;34.02;0
174;53;105;3;86.64;0
175;53;102;2;16.63;0
176;54;113;4;85.64;0
177;54;115;2;21.03;0
178;54;114;4;31.92;0
179;54;109;5;14.81;0
180;54;112;2;11.48;0
181;54;108;2;11.73;0
182;55;118;6;11.11;0
183;55;110;9;87.41;0
184;55;103;4;93.05;0
185;56;116;6;31.81;0
186;56;106;6;93.64;0
187;57;112;7;11.48;0
188;57;110;1;87.41;0
189;57;116;7;31.81;0
190;57;107;2;77.21;0
191;58;112;7;11.48;0
192;59;102;3;16.63;0
193;59;101;4;44.35;0
194;59;106;2;93.64;0
195;59;103;2;93.05;0
196;59;114;1;31.92;0
197;60;108;4;11.73;0
198;60;106;1;93.64;0
199;61;116;9;31.81;0
200;62;114;1;31.92;0
201;62;118;3;11.11;0
202;62;117;9;94.29;0
203;63;111;2;34.02;0
204;63;117;5;94.29;0
205;63;114;7;31.92;0
206;63;110;10;87.41;0
207;64;116;7;31.81;0
208;64;107;2;77.21;0
209;65;116;2;31.81;0
210;65;110;1;87.41;0
211;65;101;3;44.35;1
212;65;104;10;4.07;4
213;65;107;4;77.21;0
214;65;106;7;93.64;0
215;66;116;1;31.81;0
216;66;105;7;86.64;0
217;66;115;9;21.03;5
218;66;118;7;11.11;5
219;67;101;9;44.35;0
220;67;109;3;14.81;0
221;67;108;1;11.73;0
222;67;113;1;85.64;0
223;68;109;8;14.81;0
224;68;106;8;93.64;0
225;69;101;8;44.35;0
226;69;108;4;11.73;0
227;69;104;5;4.07;0
228;69;106;2;93.64;0
229;70;116;1;31.81;0
230;70;101;2;44.35;0
231;71;101;9;44.35;0
232;71;106;3;93.64;0
233;71;117;7;94.29;0
234;71;114;7;31.92;0
235;72;111;1;34.02;0
236;72;102;4;16.63;0
237;72;116;4;31.81;0
238;72;103;5;93.05;0
239;73;113;7;85.64;0
240;73;114;5;31.92;0
241;73;107;6;77.21;0
242;73;103;3;93.05;0
243;73;117;7;94.29;0
244;73;110;10;87.41;0
245;74;101;7;44.35;0
246;74;111;4;34.02;0
247;75;107;3;77.21;0
248;75;114;5;31.92;0
249;76;111;2;34.02;0
250;77;103;1;93.05;0
251;77;109;2;14.81;0
252;77;102;6;16.63;0
253;77;107;3;77.21;0
254;77;114;8;31.92;0
255;77;110;10;87.41;0
256;78;101;4;44.35;0
257;79;116;6;31.81;4
258;79;108;1;11.73;0
259;79;115;2;21.03;0
260;79;107;8;77.21;0
261;79;118;7;11.11;0
262;80;107;8;77.21;0
263;81;116;1;31.81;0
264;81;110;10;87.41;0
265;81;103;7;93.05;0
266;81;115;5;21.03;0
267;82;118;4;11.11;0
268;83;104;4;4.07;0
269;83;116;9;31.81;0
270;83;113;4;85.64;0
271;83;103;8;93.05;0
272;84;116;8;31.81;0
273;84;101;3;44.35;0
274;84;110;4;87.41;0
275;85;113;4;85.64;0
276;86;118;2;11.11;0
277;86;102;5;16.63;0
278;86;103;3;93.05;0
279;86;110;9;87.41;0
280;87;103;8;93.05;0
281;87;115;1;21.03;1
282;87;111;4;34.02;0
283;87;113;3;85.64;0
284;88;108;5;11.73;0
285;88;102;6;16.63;0
286;89;104;5;4.07;0
287;90;112;9;11.48;0
288;91;118;3;11.11;0
289;91;111;1;34.02;0
290;91;101;2;44.35;0
291;91;113;7;85.64;0
292;91;105;4;86.64;0
293;92;103;4;93.05;3
294;92;113;1;85.64;0
295;92;110;4;87.41;0
296;92;104;2;4.07;0
297;92;109;10;14.81;0
298;92;107;2;77.21;0
299;93;118;3;11.11;0
300;93;105;10;86.64;0
301;93;109;8;14.81;0
302;93;115;4;21.03;0
303;93;114;3;31.92;0
304;93;102;1;16.63;0
305;94;113;1;85.64;0
306;94;118;6;11.11;0
307;95;102;4;16.63;0
308;96;111;5;34.02;0
309;97;106;2;93.64;0
310;97;112;9;11.48;0
311;97;110;5;87.41;0
312;97;113;7;85.64;0
313;97;105;6;86.64;0
314;98;105;4;86.64;0
315;98;117;9;94.29;0
316;98;111;8;34.02;0
317;99;118;9;11.11;0
318;100;111;3;34.02;0
319;100;118;1;11.11;0
320;100;108;4;11.73;0
321;100;115;6;21.03;0
322;100;114;1;31.92;0
323;101;105;5;86.64;0
324;101;104;4;4.07;0
325;101;117;5;94.29;0
326;102;113;2;85.64;0
327;102;115;4;21.03;0
328;102;108;4;11.73;0
329;102;102;4;16.63;0
330;103;105;6;86.64;0
331;103;108;2;11.73;0
332;103;115;5;21.03;0
333;103;110;4;87.41;0
334;103;111;9;34.02;0
335;104;109;4;14.81;0
336;104;110;10;87.41;0
337;104;102;10;16.63;0
338;104;106;10;93.64;0
339;105;114;2;31.92;0
340;105;109;3;14.81;0
341;105;116;3;31.81;0
342;105;101;5;44.35;0
343;105;110;7;87.41;0
344;106;112;2;11.48;0
345;106;103;1;93.05;0
346;106;104;10;4.07;0
347;107;102;5;16.63;0
348;107;112;6;11.48;0
349;107;115;6;21.03;0
350;107;101;7;44.35;0
351;108;102;6;16.63;0
352;108;106;4;93.64;0
353;108;103;9;93.05;0
354;108;115;4;21.03;0
355;108;112;9;11.48;0
356;108;107;7;77.21;0
357;109;104;1;4.07;0
358;109;108;6;11.73;0
359;110;106;5;93.64;0
360;110;107;9;77.21;0
361;110;111;10;34.02;7
362;110;108;10;11.73;0
363;110;102;5;16.63;0
364;110;105;2;86.64;0
365;111;102;7;16.63;3
366;112;105;1;86.64;0
367;112;113;10;85.64;0
368;112;110;6;87.41;0
369;113;112;10;11.48;0
370;113;101;4;44.35;0
371;113;117;1;94.29;0
372;113;114;9;31.92;0
373;114;103;4;93.05;0
374;114;116;3;31.81;0
375;114;102;3;16.63;0
376;114;108;9;11.73;0
377;114;105;9;86.64;0
378;114;117;10;94.29;0
379;115;111;7;34.02;0
380;115;108;1;11.73;0
381;115;102;3;16.63;0
382;115;110;6;87.41;0
383;116;112;4;11.48;0
384;116;101;8;44.35;0
385;116;118;6;11.11;5
386;117;117;7;94.29;0
387;117;116;1;31.81;0
388;117;103;6;93.05;0
389;117;105;1;86.64;0
390;117;115;4;21.03;0
391;118;114;3;31.92;0
392;118;106;2;93.64;0
393;118;103;5;93.05;0
394;118;112;8;11.48;5
395;118;111;1;34.02;0
396;119;117;10;94.29;0
397;119;109;2;14.81;0
398;120;105;7;86.64;0
399;120;115;7;21.03;0
400;120;108;8;11.73;0
401;120;112;1;11.48;0
402;120;114;4;31.92;0
403;121;103;4;93.05;0
404;121;115;6;21.03;0
405;121;105;4;86.64;0
406;122;113;5;85.64;0
407;122;109;9;14.81;0
408;123;106;6;93.64;0
409;123;116;2;31.81;0
410;123;103;9;93.05;9
411;123;118;4;11.11;0
412;123;111;9;34.02;0
413;123;101;6;44.35;0
414;124;108;9;11.73;0
415;124;105;10;86.64;0
416;124;117;10;94.29;0
417;125;118;2;11.11;0
418;125;107;6;77.21;0
419;125;113;8;85.64;0
420;125;117;10;94.29;0
421;126;105;6;86.64;0
422;126;106;2;93.64;0
423;126;109;5;14.81;0
424;127;106;5;93.64;0
425;127;115;10;21.03;0
426;128;104;3;4.07;0
427;128;106;7;93.64;0
428;128;114;5;31.92;0
429;128;112;10;11.48;0
430;129;101;10;44.35;0
431;129;106;6;93.64;0
432;129;116;3;31.81;0
433;129;118;9;11.11;0
434;130;111;2;34.02;0
435;130;105;5;86.64;0
436;130;118;8;11.11;0
437;130;116;3;31.81;2
438;130;103;8;93.05;0
439;131;116;10;31.81;0
440;131;101;10;44.35;0
441;131;110;8;87.41;0
442;131;105;6;86.64;0
443;131;113;4;85.64;0
444;132;109;3;14.81;0
445;132;102;6;16.63;0
446;133;118;9;11.11;0
447;134;118;9;11.11;0
448;134;117;9;94.29;0
449;134;114;2;31.92;0
450;134;109;4;14.81;0
451;134;104;5;4.07;0
452;135;104;2;4.07;0
453;135;103;10;93.05;0
454;135;113;1;85.64;0
455;135;115;7;21.03;0
456;135;118;6;11.11;0
457;135;110;7;87.41;0
458;136;111;1;34.02;0
459;137;111;6;34.02;0
460;137;101;3;44.35;0
461;137;106;7;93.64;0
462;137;114;1;31.92;0
463;137;117;2;94.29;0
464;137;113;3;85.64;0
465;138;113;7;85.64;0
466;138;107;1;77.21;0
467;139;118;1;11.11;0
468;139;117;4;94.29;0
469;140;109;4;14.81;0
470;140;117;7;94.29;0
471;140;113;4;85.64;0
472;140;118;5;11.11;0
473;140;105;9;86.64;0
474;141;107;10;77.21;0
475;142;103;7;93.05;0
476;142;114;2;31.92;0
477;142;117;5;94.29;0
478;142;107;9;77.21;0
479;142;110;5;87.41;0
480;142;112;2;11.48;0
481;143;114;2;31.92;0
482;143;112;9;11.48;0
483;144;115;10;21.03;0
484;144;107;9;77.21;0
485;144;113;3;85.64;0
486;144;108;5;11.73;0
487;145;114;4;31.92;0
488;145;104;6;4.07;0
489;146;106;1;93.64;0
490;146;117;5;94.29;0
491;146;102;9;16.63;0
492;146;101;10;44.35;0
493;146;114;8;31.92;0
494;147;106;6;93.64;0
495;148;113;10;85.64;0
496;148;112;9;11.48;0
497;148;116;7;31.81;0
498;148;107;4;77.21;0
499;148;117;10;94.29;0
500;149;112;5;11.48;0
501;149;114;2;31.92;0
502;149;103;4;93.05;0
503;149;111;9;34.02;0
504;149;104;3;4.07;0
505;150;106;3;93.64;0
506;150;111;9;34.02;0
507;151;103;10;93.05;0
508;151;101;1;44.35;0
509;151;117;5;94.29;0
510;152;103;5;93.05;0
511;153;114;10;31.92;0
512;153;103;2;93.05;0
513;154;113;10;85.64;0
514;154;111;5;34.02;0
515;154;110;1;87.41;0
516;154;115;5;21.03;0
517;155;103;10;93.05;0
518;155;114;4;31.92;0
519;155;116;8;31.81;0
520;155;115;7;21.03;0
521;155;105;3;86.64;0
522;155;104;4;4.07;0
523;156;111;7;34.02;6
524;157;103;4;93.05;0
525;157;113;9;85.64;0
526;158;104;8;4.07;0
527;158;110;3;87.41;0
528;158;116;4;31.81;0
529;158;114;3;31.92;0
530;158;102;4;16.63;0
531;159;115;5;21.03;0
532;159;101;4;44.35;0
533;159;108;5;11.73;0
534;159;109;9;14.81;0
535;160;106;6;93.64;0
536;160;109;1;14.81;0
537;160;113;10;85.64;0
538;161;111;9;34.02;0
539;161;101;10;44.35;0
540;161;112;3;11.48;0
541;162;111;7;34.02;0
542;162;113;1;85.64;0
543;162;107;3;77.21;0
544;163;109;2;14.81;0
545;163;117;4;94.29;0
546;163;116;8;31.81;0
547;163;111;5;34.02;0
548;163;113;8;85.64;0
549;163;103;6;93.05;0
550;164;108;7;11.73;0
551;164;102;2;16.63;0
552;164;110;10;87.41;0
553;164;116;7;31.81;0
554;165;102;4;16.63;0
555;165;103;1;93.05;0
556;166;110;2;87.41;2
557;166;118;6;11.11;0
558;167;109;9;14.81;0
559;167;114;6;31.92;0
560;167;116;3;31.81;0
561;167;118;7;11.11;0
562;168;104;6;4.07;0
563;168;109;1;14.81;0
564;169;109;4;14.81;0
565;169;104;8;4.07;0
566;169;118;6;11.11;0
567;169;113;6;85.64;0
568;169;112;4;11.48;0
569;170;116;4;31.81;0
570;170;117;5;94.29;0
571;170;101;10;44.35;0
572;170;105;5;86.64;0
573;171;102;7;16.63;0
574;172;111;3;34.02;0
575;173;114;6;31.92;0
576;173;111;2;34.02;0
577;173;112;3;11.48;0
578;174;113;4;85.64;0
579;174;110;9;87.41;0
580;174;102;7;16.63;0
581;174;107;2;77.21;0
582;175;103;5;93.05;0
583;175;101;6;44.35;0
584;175;107;8;77.21;0
585;175;115;2;21.03;2
586;175;117;10;94.29;0
587;175;113;6;85.64;0
588;176;110;8;87.41;0
589;177;115;1;21.03;0
590;177;118;4;11.11;0
591;177;111;4;34.02;0
592;177;116;2;31.81;0
593;177;105;10;86.64;0
594;178;107;7;77.21;0
595;178;102;4;16.63;1
596;179;114;7;31.92;0
597;179;105;10;86.64;0
598;180;106;8;93.64;0
599;180;109;2;14.81;0
600;180;112;5;11.48;0
601;180;105;9;86.64;0
602;180;111;1;34.02;0
603;180;115;5;21.03;0
604;181;108;4;11.73;0
605;181;112;1;11.48;0
606;181;104;5;4.07;0
607;181;101;2;44.35;0
608;182;112;2;11.48;0
609;183;110;9;87.41;0
610;183;111;9;34.02;0
611;184;110;3;87.41;0
612;184;105;4;86.64;0
613;184;114;5;31.92;0
614;184;106;7;93.64;0
615;185;108;7;11.73;0
616;185;115;7;21.03;0
617;185;117;2;94.29;0
618;185;118;6;11.11;0
619;185;114;1;31.92;0
620;185;113;3;85.64;0
621;186;108;9;11.73;0
622;186;116;7;31.81;0
623;186;104;6;4.07;0
624;186;107;9;77.21;0
625;186;110;6;87.41;0
626;186;105;1;86.64;0
627;187;117;8;94.29;5
628;187;110;8;87.41;0
629;187;105;4;86.64;0
630;187;106;10;93.64;0
631;188;107;6;77.21;0
632;189;104;5;4.07;0
633;190;118;3;11.11;0
634;190;109;9;14.81;0
635;190;103;6;93.05;0
636;190;115;5;21.03;0
637;190;106;10;93.64;0
638;190;113;5;85.64;0
639;191;108;1;11.73;0
640;192;109;3;14.81;0
641;192;113;7;85.64;0
642;193;108;6;11.73;0
643;194;115;10;21.03;0
644;194;111;9;34.02;0
645;195;102;4;16.63;0
646;196;110;10;87.41;0
647;196;118;1;11.11;0
648;196;109;9;14.81;0
649;197;101;6;44.35;0
650;197;103;3;93.05;0
651;198;117;10;94.29;8
652;198;110;4;87.41;0
653;198;112;10;11.48;0
654;198;108;4;11.73;0
655;199;112;6;11.48;0
656;199;117;9;94.29;0
657;199;106;7;93.64;0
658;199;105;9;86.64;0
659;199;115;7;21.03;0
660;199;103;3;93.05;0
661;200;111;5;34.02;0
662;200;118;10;11.11;0
663;200;109;3;14.81;0
664;200;108;10;11.73;0
665;200;117;4;94.29;0
666;200;105;8;86.64;0
667;201;102;8;16.63;0
668;202;116;1;31.81;0
669;202;107;10;77.21;9
670;202;113;9;85.64;0
671;203;103;7;93.05;0
672;203;112;5;11.48;5
673;203;116;7;31.81;0
674;203;110;2;87.41;0
675;203;117;6;94.29;0
676;204;106;2;93.64;0
677;204;113;10;85.64;0
678;204;108;1;11.73;0
679;204;104;7;4.07;0
680;205;112;2;11.48;0
681;205;113;3;85.64;0
682;205;106;3;93.64;0
683;205;110;5;87.41;0
684;206;118;4;11.11;0
685;206;108;5;11.73;0
686;206;112;4;11.48;0
687;206;106;7;93.64;0
688;207;113;1;85.64;0
689;207;101;2;44.35;0
690;207;116;5;31.81;0
691;207;103;7;93.05;0
692;207;104;4;4.07;0
693;208;107;2;77.21;0
694;208;102;10;16.63;0
695;208;103;6;93.05;0
696;208;111;6;34.02;0
697;208;101;3;44.35;0
698;209;103;5;93.05;0
699;209;116;9;31.81;0
700;209;117;3;94.29;0
701;209;112;7;11.48;0
702;209;107;6;77.21;0
703;209;110;6;87.41;0
704;210;104;1;4.07;0
705;210;118;6;11.11;3
706;211;112;7;11.48;0
707;212;108;1;11.73;0
708;212;111;3;34.02;0
709;212;101;9;44.35;0
710;212;107;9;77.21;0
711;213;109;1;14.81;0
712;213;103;1;93.05;0
713;213;106;1;93.64;0
714;214;112;6;11.48;0
715;215;101;2;44.35;0
716;215;103;1;93.05;0
717;215;110;2;87.41;0
718;216;106;10;93.64;0
719;216;101;3;44.35;0
720;217;104;1;4.07;0
721;217;114;3;31.92;1
722;217;113;9;85.64;3
723;218;114;8;31.92;3
724;218;109;5;14.81;0
725;218;117;10;94.29;0
726;218;102;7;16.63;0
727;218;104;9;4.07;0
728;219;111;4;34.02;0
729;219;114;4;31.92;0
730;220;112;8;11.48;0
731;220;104;9;4.07;0
732;220;118;1;11.11;0
733;221;101;6;44.35;0
734;221;110;2;87.41;0
735;221;117;9;94.29;0
736;222;108;7;11.73;0
737;223;115;1;21.03;0
738;224;115;3;21.03;0
739;224;108;1;11.73;0
740;224;117;8;94.29;0
741;224;110;1;87.41;0
742;225;115;4;21.03;0
743;225;106;1;93.64;0
744;226;114;2;31.92;0
745;226;105;8;86.64;0
746;226;107;4;77.21;3
747;226;115;10;21.03;0
748;226;101;1;44.35;0
749;226;109;8;14.81;0
750;227;102;4;16.63;0
751;228;114;2;31.92;0
752;228;118;3;11.11;2
753;228;109;5;14.81;0
754;228;115;5;21.03;0
755;229;116;8;31.81;0
756;229;113;10;85.64;0
757;230;104;3;4.07;0
758;230;118;10;11.11;0
759;231;102;1;16.63;0
760;231;105;5;86.64;0
761;232;111;5;34.02;0
762;232;112;10;11.48;8
763;232;113;3;85.64;0
764;232;114;6;31.92;0
765;233;118;3;11.11;1
766;234;109;3;14.81;1
767;234;101;5;44.35;0
768;234;118;3;11.11;0
769;234;102;1;16.63;0
770;235;112;3;11.48;0
771;235;115;8;21.03;0
772;235;107;3;77.21;0
773;235;113;1;85.64;0
774;235;116;6;31.81;0
775;235;118;6;11.11;0
776;236;108;4;11.73;0
777;236;117;1;94.29;0
778;236;105;9;86.64;0
779;236;109;2;14.81;0
780;236;118;2;11.11;0
781;237;116;7;31.81;0
782;237;108;9;11.73;0
783;237;106;2;93.64;0
784;238;106;10;93.64;0
785;239;109;6;14.81;0
786;239;105;5;86.64;0
787;240;114;7;31.92;0
788;240;105;5;86.64;0
789;240;101;10;44.35;0
790;240;108;9;11.73;0
791;240;104;4;4.07;0
792;241;116;7;31.81;0
793;241;101;6;44.35;0
794;241;110;1;87.41;0
795;241;113;5;85.64;0
796;241;102;10;16.63;0
797;242;113;10;85.64;0
798;243;104;4;4.07;0
799;243;113;1;85.64;0
800;244;116;7;31.81;0
801;245;105;7;86.64;0
802;245;111;5;34.02;0
803;246;117;1;94.29;0
804;246;105;6;86.64;0
805;246;107;6;77.21;0
806;246;108;7;11.73;0
807;247;109;6;14.81;0
808;247;115;8;21.03;0
809;247;113;8;85.64;0
810;247;108;1;11.73;0
811;247;104;6;4.07;0
812;248;109;3;14.81;0
813;249;105;7;86.64;0
814;249;116;8;31.81;8
815;249;107;5;77.21;0
816;249;112;4;11.48;0
817;249;113;5;85.64;0
818;250;103;6;93.05;0
819;250;102;9;16.63;0
820;250;112;5;11.48;0
821;250;114;2;31.92;0
822;250;108;7;11.73;0
823;251;101;4;44.35;0
824;251;111;1;34.02;0
825;252;110;6;87.41;0
826;252;103;4;93.05;0
827;253;107;8;77.21;0
828;253;103;10;93.05;0
829;253;113;2;85.64;1
830;253;105;6;86.64;6
831;253;115;8;21.03;0
832;253;112;4;11.48;0
833;254;109;1;14.81;0
834;254;101;10;44.35;0
835;254;106;8;93.64;0
836;254;116;1;31.81;0
837;255;106;8;93.64;0
838;255;112;8;11.48;0
839;255;102;4;16.63;0
840;255;115;7;21.03;0
841;255;108;9;11.73;0
842;255;110;4;87.41;0
843;256;118;4;11.11;0
844;256;104;4;4.07;0
845;256;111;6;34.02;0
846;257;105;10;86.64;0
847;257;117;7;94.29;0
848;257;101;8;44.35;0
849;257;104;5;4.07;0
850;258;103;3;93.05;0
851;258;114;4;31.92;0
852;259;117;10;94.29;0
853;260;104;3;4.07;0
854;260;102;10;16.63;0
855;260;109;8;14.81;8
856;260;110;1;87.41;0
857;260;115;7;21.03;0
858;261;110;5;87.41;0
859;261;109;10;14.81;0
860;261;107;1;77.21;0
861;262;104;6;4.07;0
862;262;118;9;11.11;0
863;262;112;10;11.48;0
864;262;102;6;16.63;0
865;262;115;2;21.03;0
866;263;108;7;11.73;0
867;263;113;10;85.64;0
868;263;107;7;77.21;0
869;263;106;9;93.64;0
870;263;116;2;31.81;0
871;264;101;2;44.35;0
872;264;103;2;93.05;0
873;264;118;3;11.11;0
874;265;116;8;31.81;0
875;265;118;2;11.11;0
876;265;117;3;94.29;0
877;266;113;1;85.64;0
878;266;104;7;4.07;0
879;266;109;6;14.81;0
880;266;106;2;93.64;0
881;266;118;5;11.11;0
882;267;115;3;21.03;0
883;267;108;7;11.73;0
884;267;114;2;31.92;0
885;267;102;7;16.63;0
886;267;118;9;11.11;0
887;268;107;8;77.21;0
888;268;103;3;93.05;0
889;268;106;5;93.64;4
890;269;116;7;31.81;0
891;269;115;3;21.03;0
892;269;101;7;44.35;0
893;269;117;2;94.29;0
894;269;112;9;11.48;0
895;270;112;10;11.48;0
896;270;104;2;4.07;0
897;270;115;1;21.03;0
898;271;114;6;31.92;0
899;271;108;1;11.73;0
900;271;103;1;93.05;1
901;271;107;7;77.21;0
902;271;105;3;86.64;0
903;271;113;1;85.64;0
904;272;115;10;21.03;0
905;273;111;9;34.02;0
906;273;106;1;93.64;0
907;273;115;5;21.03;0
908;273;102;2;16.63;0
909;273;109;1;14.81;0
910;274;115;5;21.03;0
911;275;109;2;14.81;0
912;275;115;4;21.03;0
913;275;101;10;44.35;0
914;275;107;4;77.21;0
915;276;103;4;93.05;0
916;276;101;9;44.35;0
917;277;105;9;86.64;0
918;277;106;8;93.64;0
919;278;101;9;44.35;0
920;278;116;8;31.81;0
921;278;108;6;11.73;0
922;278;103;7;93.05;0
923;279;117;2;94.29;0
924;279;118;3;11.11;2
925;279;102;8;16.63;0
926;279;104;5;4.07;0
927;280;101;5;44.35;0
928;280;116;8;31.81;0
929;281;116;2;31.81;0
930;281;102;3;16.63;0
931;281;110;10;87.41;0
932;281;105;6;86.64;0
933;281;104;1;4.07;0
934;282;116;2;31.81;0
935;282;104;5;4.07;0
936;282;110;4;87.41;0
937;282;117;4;94.29;0
938;282;115;5;21.03;1
939;282;118;4;11.11;0
940;283;115;1;21.03;0
941;283;105;1;86.64;0
942;283;106;2;93.64;0
943;283;109;7;14.81;0
944;283;103;1;93.05;0
945;284;116;3;31.81;2
946;284;115;6;21.03;0
947;285;107;6;77.21;0
948;285;103;8;93.05;0
949;285;114;9;31.92;0
950;285;116;9;31.81;0
951;285;109;7;14.81;0
952;285;104;1;4.07;0
953;286;117;8;94.29;0
954;286;116;4;31.81;0
955;286;113;3;85.64;0
956;286;111;7;34.02;0
957;286;108;3;11.73;0
958;286;109;4;14.81;0
959;287;117;6;94.29;0
960;287;118;3;11.11;0
961;287;111;1;34.02;0
962;287;113;8;85.64;0
963;288;114;10;31.92;0
964;288;102;1;16.63;0
965;288;112;8;11.48;0
966;288;101;6;44.35;0
967;288;105;6;86.64;0
968;288;109;8;14.81;0
969;289;118;5;11.11;0
970;289;109;7;14.81;0
971;290;106;6;93.64;0
972;291;102;7;16.63;0
973;291;110;7;87.41;0
974;291;116;7;31.81;0
975;291;117;6;94.29;0
976;291;118;8;11.11;0
977;292;114;5;31.92;0
978;292;115;7;21.03;0
979;292;105;4;86.64;0
980;292;103;3;93.05;0
981;293;104;10;4.07;0
982;293;105;6;86.64;0
983;293;106;7;93.64;0
984;293;109;7;14.81;0
985;293;116;7;31.81;0
986;293;110;10;87.41;0
987;294;118;1;11.11;0
988;294;117;9;94.29;0
989;294;114;3;31.92;0
990;294;115;8;21.03;0
991;294;103;2;93.05;0
992;295;109;2;14.81;0
993;295;114;7;31.92;0
994;295;110;8;87.41;0
995;295;102;4;16.63;0
996;295;116;1;31.81;0
997;296;106;10;93.64;0
998;296;109;2;14.81;0
999;296;116;10;31.81;8
